id_registro,valor_registro,data_registro,fk_modelo_componente
160,1411,"2023-10-10 13:07:13",1
161,0,"2023-10-10 13:07:13",1
162,2419,"2023-10-10 13:07:13",1
163,511.42,"2023-10-10 13:07:13",7
164,395.18,"2023-10-10 13:07:13",7
165,116.24,"2023-10-10 13:07:13",7
166,22.7,"2023-10-10 13:07:13",7
167,8.32022528,"2023-10-10 13:07:13",4
168,3.035303936,"2023-10-10 13:07:13",4
169,5.284921344000001,"2023-10-10 13:07:13",4
170,3.035303936,"2023-10-10 13:07:13",4
171,63.5,"2023-10-10 13:07:13",4
172,4,"2023-10-10 13:07:15",1
173,8,"2023-10-10 13:07:15",1
174,94360.09375,"2023-10-10 13:07:15",1
175,67254.640625,"2023-10-10 13:07:15",1
176,3997548.1406249995,"2023-10-10 13:07:15",1
177,0,"2023-10-10 13:07:15",1
178,0,"2023-10-10 13:07:15",1
179,2419,"2023-10-10 13:07:15",1
180,0,"2023-10-10 13:07:15",1
181,2419,"2023-10-10 13:07:15",1
182,511.42,"2023-10-10 13:07:15",7
183,395.18,"2023-10-10 13:07:15",7
184,116.24,"2023-10-10 13:07:15",7
185,22.7,"2023-10-10 13:07:15",7
186,8.32022528,"2023-10-10 13:07:15",4
187,3.0405672960000003,"2023-10-10 13:07:15",4
188,5.279657984,"2023-10-10 13:07:15",4
189,3.0405672960000003,"2023-10-10 13:07:15",4
190,63.5,"2023-10-10 13:07:15",4
191,4,"2023-10-10 13:07:20",1
192,8,"2023-10-10 13:07:20",1
193,94360.84375,"2023-10-10 13:07:20",1
194,67255.46875,"2023-10-10 13:07:20",1
195,3997582.6718749995,"2023-10-10 13:07:20",1
196,1,"2023-10-10 13:07:20",1
197,0,"2023-10-10 13:07:20",1
198,2419,"2023-10-10 13:07:20",1
199,0,"2023-10-10 13:07:20",1
200,2419,"2023-10-10 13:07:20",1
201,511.42,"2023-10-10 13:07:20",7
202,395.18,"2023-10-10 13:07:20",7
203,116.24,"2023-10-10 13:07:20",7
204,22.7,"2023-10-10 13:07:20",7
205,8.32022528,"2023-10-10 13:07:20",4
206,3.038523392,"2023-10-10 13:07:20",4
207,5.281701888000001,"2023-10-10 13:07:20",4
208,3.038523392,"2023-10-10 13:07:20",4
209,63.5,"2023-10-10 13:07:20",4
210,4,"2023-10-10 13:07:22",1
211,8,"2023-10-10 13:07:22",1
212,94361.90625,"2023-10-10 13:07:22",1
213,67256.625,"2023-10-10 13:07:22",1
214,3997599.2187499995,"2023-10-10 13:07:22",1
215,3,"2023-10-10 13:07:22",1
216,0,"2023-10-10 13:07:22",1
217,2419,"2023-10-10 13:07:22",1
218,0,"2023-10-10 13:07:22",1
219,2419,"2023-10-10 13:07:22",1
220,511.42,"2023-10-10 13:07:22",7
221,395.18,"2023-10-10 13:07:22",7
222,116.24,"2023-10-10 13:07:22",7
223,22.7,"2023-10-10 13:07:22",7
224,8.32022528,"2023-10-10 13:07:22",4
225,3.047518208,"2023-10-10 13:07:22",4
226,5.272707072,"2023-10-10 13:07:22",4
227,3.047518208,"2023-10-10 13:07:22",4
228,63.4,"2023-10-10 13:07:22",4
229,4,"2023-10-10 13:07:24",1
230,8,"2023-10-10 13:07:24",1
231,94364.046875,"2023-10-10 13:07:24",1
232,67259.234375,"2023-10-10 13:07:24",1
233,3997613.2187499995,"2023-10-10 13:07:24",1
234,9,"2023-10-10 13:07:24",1
235,55.6,"2023-10-10 13:07:24",1
236,2419,"2023-10-10 13:07:24",1
237,0,"2023-10-10 13:07:24",1
238,2419,"2023-10-10 13:07:24",1
239,511.42,"2023-10-10 13:07:24",7
240,395.18,"2023-10-10 13:07:24",7
241,116.24,"2023-10-10 13:07:24",7
242,22.7,"2023-10-10 13:07:24",7
243,8.32022528,"2023-10-10 13:07:25",4
244,3.033214976,"2023-10-10 13:07:25",4
245,5.287010304000001,"2023-10-10 13:07:25",4
246,3.033214976,"2023-10-10 13:07:25",4
247,63.5,"2023-10-10 13:07:25",4
248,4,"2023-10-10 13:07:27",1
249,8,"2023-10-10 13:07:27",1
250,94364.5625,"2023-10-10 13:07:27",1
251,67260.09375,"2023-10-10 13:07:27",1
252,3997630.7187499995,"2023-10-10 13:07:27",1
253,1,"2023-10-10 13:07:27",1
254,0,"2023-10-10 13:07:27",1
255,2419,"2023-10-10 13:07:27",1
256,0,"2023-10-10 13:07:27",1
257,2419,"2023-10-10 13:07:27",1
258,511.42,"2023-10-10 13:07:27",7
259,395.18,"2023-10-10 13:07:27",7
260,116.24,"2023-10-10 13:07:27",7
261,22.7,"2023-10-10 13:07:27",7
262,8.32022528,"2023-10-10 13:07:27",4
263,3.0393794560000003,"2023-10-10 13:07:27",4
264,5.280845824,"2023-10-10 13:07:27",4
265,3.0393794560000003,"2023-10-10 13:07:27",4
266,63.5,"2023-10-10 13:07:27",4
267,4,"2023-10-10 13:07:29",1
268,8,"2023-10-10 13:07:29",1
269,94365.203125,"2023-10-10 13:07:29",1
270,67261.4375,"2023-10-10 13:07:29",1
271,3997649.2343749995,"2023-10-10 13:07:29",1
272,4,"2023-10-10 13:07:29",1
273,0,"2023-10-10 13:07:29",1
274,2419,"2023-10-10 13:07:29",1
275,0,"2023-10-10 13:07:29",1
276,2419,"2023-10-10 13:07:29",1
277,511.42,"2023-10-10 13:07:29",7
278,395.18,"2023-10-10 13:07:29",7
279,116.24,"2023-10-10 13:07:29",7
280,22.7,"2023-10-10 13:07:29",7
281,8.32022528,"2023-10-10 13:07:29",4
282,3.031302144,"2023-10-10 13:07:29",4
283,5.288923136,"2023-10-10 13:07:29",4
284,3.031302144,"2023-10-10 13:07:29",4
285,63.6,"2023-10-10 13:07:29",4
286,4,"2023-10-10 13:07:31",1
287,8,"2023-10-10 13:07:31",1
288,94365.671875,"2023-10-10 13:07:31",1
289,67262.46875,"2023-10-10 13:07:31",1
290,3997666.4843749995,"2023-10-10 13:07:31",1
291,2,"2023-10-10 13:07:31",1
292,0,"2023-10-10 13:07:31",1
293,1411,"2023-10-10 13:07:31",1
294,0,"2023-10-10 13:07:31",1
295,2419,"2023-10-10 13:07:31",1
296,511.42,"2023-10-10 13:07:31",7
297,395.18,"2023-10-10 13:07:31",7
298,116.24,"2023-10-10 13:07:31",7
299,22.7,"2023-10-10 13:07:31",7
300,8.32022528,"2023-10-10 13:07:32",4
301,3.02542848,"2023-10-10 13:07:32",4
302,5.2947968,"2023-10-10 13:07:32",4
303,3.02542848,"2023-10-10 13:07:32",4
304,63.6,"2023-10-10 13:07:32",4
305,4,"2023-10-10 13:07:34",1
306,8,"2023-10-10 13:07:34",1
307,94366.28125,"2023-10-10 13:07:34",1
308,67263.140625,"2023-10-10 13:07:34",1
309,3997684.2031249995,"2023-10-10 13:07:34",1
310,1,"2023-10-10 13:07:34",1
311,0,"2023-10-10 13:07:34",1
312,1411,"2023-10-10 13:07:34",1
313,0,"2023-10-10 13:07:34",1
314,2419,"2023-10-10 13:07:34",1
315,511.42,"2023-10-10 13:07:34",7
316,395.18,"2023-10-10 13:07:34",7
317,116.24,"2023-10-10 13:07:34",7
318,22.7,"2023-10-10 13:07:34",7
319,8.32022528,"2023-10-10 13:07:34",4
320,3.053887488,"2023-10-10 13:07:34",4
321,5.266337792000001,"2023-10-10 13:07:34",4
322,3.053887488,"2023-10-10 13:07:34",4
323,63.3,"2023-10-10 13:07:34",4
324,4,"2023-10-10 13:07:36",1
325,8,"2023-10-10 13:07:36",1
326,94366.84375,"2023-10-10 13:07:36",1
327,67263.625,"2023-10-10 13:07:36",1
328,3997701.9062499995,"2023-10-10 13:07:36",1
329,3,"2023-10-10 13:07:36",1
330,0,"2023-10-10 13:07:36",1
331,1411,"2023-10-10 13:07:36",1
332,0,"2023-10-10 13:07:36",1
333,2419,"2023-10-10 13:07:36",1
334,511.42,"2023-10-10 13:07:36",7
335,395.18,"2023-10-10 13:07:36",7
336,116.24,"2023-10-10 13:07:36",7
337,22.7,"2023-10-10 13:07:36",7
338,8.32022528,"2023-10-10 13:07:36",4
339,3.0592696320000003,"2023-10-10 13:07:36",4
340,5.260955648,"2023-10-10 13:07:36",4
341,3.0592696320000003,"2023-10-10 13:07:36",4
342,63.2,"2023-10-10 13:07:36",4
343,4,"2023-10-10 13:07:39",1
344,8,"2023-10-10 13:07:39",1
345,94367.203125,"2023-10-10 13:07:39",1
346,67264.109375,"2023-10-10 13:07:39",1
347,3997719.9374999995,"2023-10-10 13:07:39",1
348,3,"2023-10-10 13:07:39",1
349,0,"2023-10-10 13:07:39",1
350,1411,"2023-10-10 13:07:39",1
351,0,"2023-10-10 13:07:39",1
352,2419,"2023-10-10 13:07:39",1
353,511.42,"2023-10-10 13:07:39",7
354,395.18,"2023-10-10 13:07:39",7
355,116.24,"2023-10-10 13:07:39",7
356,22.7,"2023-10-10 13:07:39",7
357,8.32022528,"2023-10-10 13:07:39",4
358,3.06003968,"2023-10-10 13:07:39",4
359,5.260185600000001,"2023-10-10 13:07:39",4
360,3.06003968,"2023-10-10 13:07:39",4
361,63.2,"2023-10-10 13:07:39",4
362,4,"2023-10-10 13:07:41",1
363,8,"2023-10-10 13:07:41",1
364,94367.5625,"2023-10-10 13:07:41",1
365,67264.5,"2023-10-10 13:07:41",1
366,3997738.9374999995,"2023-10-10 13:07:41",1
367,0,"2023-10-10 13:07:41",1
368,0,"2023-10-10 13:07:41",1
369,1411,"2023-10-10 13:07:41",1
370,0,"2023-10-10 13:07:41",1
371,2419,"2023-10-10 13:07:41",1
372,511.42,"2023-10-10 13:07:41",7
373,395.18,"2023-10-10 13:07:41",7
374,116.24,"2023-10-10 13:07:41",7
375,22.7,"2023-10-10 13:07:41",7
376,8.32022528,"2023-10-10 13:07:41",4
377,3.061653504,"2023-10-10 13:07:41",4
378,5.258571776,"2023-10-10 13:07:41",4
379,3.061653504,"2023-10-10 13:07:41",4
380,63.2,"2023-10-10 13:07:41",4
381,4,"2023-10-10 13:07:45",1
382,8,"2023-10-10 13:07:45",1
383,94369.921875,"2023-10-10 13:07:45",1
384,67265.84374999953,"2023-10-10 13:07:45",1
385,3997767.359375,"2023-10-10 13:07:45",1
386,7,"2023-10-10 13:07:45",1
387,0,"2023-10-10 13:07:45",1
388,2419,"2023-10-10 13:07:45",1
389,0,"2023-10-10 13:07:45",1
390,2419,"2023-10-10 13:07:45",1
